3.20001	1
3.21001	1
3.22001	1
3.23001	1
3.24001	1
3.25001	1
3.26001	1
3.27001	1
3.28001	1
3.29001	1
3.30001	1
3.31001	1
3.32001	1
3.33001	1
3.34001	1
3.35001	1
3.36001	1
3.37001	1
3.38001	1
3.39001	1
3.40001	1
3.41001	1
3.42001	1
3.43001	1
3.44001	1
3.45001	2
3.46001	2
3.47001	2
3.48001	2
3.49001	2
3.50001	2
3.51001	2
3.52001	2
3.53001	2
3.54001	2
3.55001	2
3.56001	3
3.57001	3
3.58001	3
3.59001	3
3.60001	3
3.61001	3
3.62001	3
3.63001	3
3.64001	3
3.65001	3
3.66001	3
3.67001	4
3.68001	4
3.69001	4
3.70001	4
3.71001	4
3.72001	4
3.73001	4
3.74001	4
3.75001	4
3.76001	4
3.77001	4
3.78001	5
3.79001	5
3.80001	5
3.81001	5
3.82001	5
3.83001	5
3.84001	5
3.85001	5
3.86001	5
3.87001	5
3.88001	5
3.89001	6
3.90001	6
3.91001	6
3.92001	6
3.93001	6
3.94001	6
3.95001	6
3.96001	6
3.97001	6
3.98001	6
3.99001	6
4.00001	7
4.01001	7
4.02001	7
4.03001	7
4.04001	7
4.05001	7
4.06001	7
4.07001	7
4.08001	7
4.09001	7
4.10001	7
4.11001	7
4.12001	8
4.13001	8
4.14001	8
4.15001	8
4.16001	8
4.17001	8
4.18001	8
4.19001	8
4.20001	8
4.21001	8
4.22001	8
4.23001	8
4.24001	9
4.25001	9
4.26001	9
4.27001	9
4.28001	9
4.29001	9
4.30001	9
4.31001	9
4.32001	9
4.33001	9
4.34001	9
4.35001	9
4.36001	10
4.37001	10
4.38001	10
4.39001	10
4.40001	10
4.41001	10
4.42001	10
4.43001	10
4.44001	10
4.45001	10
4.46001	10
4.47001	10
4.48001	11
4.49001	11
4.50001	11
4.51001	11
4.52001	11
4.53001	11
4.54001	11
4.55001	11
4.56001	11
4.57001	11
4.58001	11
4.59001	11
4.60001	11
4.61001	11
4.62001	12
4.63001	12
4.64001	12
4.65001	12
4.66001	12
4.67001	12
4.68001	12
4.69001	12
4.70001	12
4.71001	12
4.72001	12
4.73001	12
4.74001	13
4.75001	13
4.76001	13
4.77001	13
4.78001	13
4.79001	13
4.80001	13
4.81001	13
4.82001	13
4.83001	13
4.84001	13
4.85001	13
4.86001	13
4.87001	13
4.88001	14
4.89001	14
4.90001	14
4.91001	14
4.92001	14
4.93001	14
4.94001	14
4.95001	14
4.96001	14
4.97001	14
4.98001	14
4.99001	14
5.00001	14
5.01001	15
5.02001	15
5.03001	15
5.04001	15
5.05001	15
5.06001	15
5.07001	15
5.08001	15
5.09001	15
5.10001	15
5.11001	15
5.12001	15
5.13001	15
5.14001	15
5.15001	15
5.16001	16
5.17001	16
5.18001	16
5.19001	16
5.20001	16
5.21001	16
5.22001	16
5.23001	16
5.24001	16
5.25001	16
5.26001	16
5.27001	16
5.28001	16
5.29001	17
5.30001	17
5.31001	17
5.32001	17
5.33001	17
5.34001	17
5.35001	17
5.36001	17
5.37001	17
5.38001	17
5.39001	17
5.40001	17
5.41001	17
5.42001	17
5.43001	18
5.44001	18
5.45001	18
5.46001	18
5.47001	18
5.48001	18
5.49001	18
5.50001	18
5.51001	18
5.52001	18
5.53001	18
5.54001	18
5.55001	18
5.56001	19
5.57001	19
5.58001	19
5.59001	19
5.60001	19
5.61001	19
5.62001	19
5.63001	19
5.64001	19
5.65001	19
5.66001	19
5.67001	19
5.68001	20
5.69001	20
5.70001	20
5.71001	20
5.72001	20
5.73001	20
5.74001	20
5.75001	20
5.76001	20
5.77001	20
5.78001	20
5.79001	20
5.80001	20
5.81001	20
5.82001	21
5.83001	21
5.84001	21
5.85001	21
5.86001	21
5.87001	21
5.88001	21
5.89001	21
5.90001	21
5.91001	21
5.92001	21
5.93001	21
5.94001	22
5.95001	22
5.96001	22
5.97001	22
5.98001	22
5.99001	22
6.00001	22
6.01001	22
6.02001	22
6.03001	22
6.04001	22
6.05001	22
6.06001	22
6.07001	22
6.08001	22
6.09001	23
6.10001	23
6.11001	23
6.12001	23
6.13001	23
6.14001	23
6.15001	23
6.16001	23
6.17001	23
6.18001	23
6.19001	23
6.20001	23
6.21001	23
6.22001	24
6.23001	24
6.24001	24
6.25001	24
6.26001	24
6.27001	24
6.28001	24
6.29001	24
6.30001	24
6.31001	24
6.32001	24
6.33001	24
6.34001	24
6.35001	24
6.36001	24
6.37001	24
6.38001	24
6.39001	24
6.40001	25
6.41001	25
6.42001	25
6.43001	25
6.44001	25
6.45001	25
6.46001	25
6.47001	25
6.48001	25
6.49001	25
6.50001	25
6.51001	25
6.52001	25
6.53001	25
6.54001	25
6.55001	25
6.56001	26
6.57001	26
6.58001	26
6.59001	26
6.60001	26
6.61001	26
6.62001	26
6.63001	26
6.64001	26
6.65001	26
6.66001	26
6.67001	26
6.68001	26
6.69001	26
6.70001	26
6.71001	26
6.72001	27
6.73001	27
6.74001	27
6.75001	27
6.76001	27
6.77001	27
6.78001	27
6.79001	27
6.80001	27
6.81001	27
6.82001	27
6.83001	27
6.84001	27
6.85001	27
6.86001	27
6.87001	27
6.88001	27
6.89001	27
6.90001	27
6.91001	28
6.92001	28
6.93001	28
6.94001	28
6.95001	28
6.96001	28
6.97001	28
6.98001	28
6.99001	28
7.00001	28
7.01001	28
7.02001	28
7.03001	28
7.04001	28
7.05001	28
7.06001	28
7.07001	28
7.08001	29
7.09001	29
7.10001	29
7.11001	29
7.12001	29
7.13001	29
7.14001	29
7.15001	29
7.16001	29
7.17001	29
7.18001	29
7.19001	29
7.20001	29
7.21001	29
7.22001	29
7.23001	29
7.24001	29
7.25001	29
7.26001	30
7.27001	30
7.28001	30
7.29001	30
7.30001	30
7.31001	30
